Gov & MBS,Corp IG,Corp HY,EM Debt,DM Equity,EM Equity,Private Equity,Infrastructure,Real Estate,Hedge Funds
-0.025451597306359264,0.04481897296869852,0.16360641394260678,0.08532972040408016,-0.048472328225662165,-0.017831843759670063,0.2097303808570219,0.031091280705491497,0.13544414072985145,0.049881948787331876
-0.028658113374605998,0.01225746647864101,0.1090444193183131,0.09637474904118659,0.43932541292045646,0.597708571389423,0.8807213986038518,0.15222023749973967,-0.01525208219325247,0.17518373309698476
-0.03048245366737312,0.0224122957230386,0.08288715985359008,0.07909533662958679,0.12831645579589646,0.18332346255851895,0.4269380605720223,0.2221437432590354,0.05183403577916135,0.0774774486259655
0.008602570953141653,-0.04303609396539798,-0.12005347468272021,-0.04748739469325991,-0.2096719095580143,-0.27936831277989504,-0.06867028477087622,-0.12416825267310927,-0.0009232453023735321,-0.08392437671622133
0.005951130712900987,0.009725508756569301,0.024013707644646498,0.026568359216448956,-0.022692640250736806,-0.0677680996106933,0.12137669676009222,-0.10390070145442676,0.04873616389238733,0.07048967063446221
-0.005005337504335405,-0.0028628326530729664,0.013275222342617354,-0.0005549818790540062,0.004247361820458151,0.15973938102281604,0.3829310715125005,0.2138744145252307,0.1139974412464182,0.08352206656831296
-0.04440318266587617,0.010499081337425942,0.042123477386673436,0.06556446175216935,0.19850186823208205,0.11155895336150667,0.24031541971189352,0.025384672869058322,0.0032812085688624926,0.09089319160124032
-0.01689973253787258,0.05138981148549249,0.014498630238089616,0.14122182089743407,0.019206037191138448,0.07319661569283165,-0.03739979738436583,0.054068979230943004,0.005055871427640524,0.07557616715571314
-0.020916537216901343,-0.01885771746052145,0.024141557554239634,-0.03307352072663294,0.11342721593943028,0.11704915266808791,0.3043135397505896,-0.14675272632930758,0.017209712323885462,0.057617045955358215
-0.015433232776537853,-0.029631279877721184,-0.040645659712854276,-0.052321580078420915,-0.07410326630844899,-0.07250706112556782,-0.07611371335812278,0.03601095239280716,0.04722786821322633,0.014291082572863045
-0.01554359372296632,0.0038682354914212347,0.08653021000886563,0.07624396270494271,0.24708041048695684,0.46711714547303296,0.4834082066763514,0.1663092785352147,0.1435467444344498,0.148552972573756
0.02671369927500744,0.013655225562509088,-0.028117682888617934,0.07470150643586804,-0.08010129875330319,0.023941859929795806,0.054439763493143056,-0.03277883594455089,-0.02676000313645821,-0.019715109031212652
-0.003486946258550727,-0.04618203829457734,-0.10975747373385702,-0.07860720557720047,-0.05482052839635976,-0.330297761219294,0.07030452237468277,-0.09107746176651155,0.12270166430919138,-0.019009525332860933
0.01688321416016203,0.013065227192832207,0.03351242781765196,0.1244904555934121,0.12778603992833593,0.2163005272438452,0.11481717030921401,0.13341330407102214,0.09980280533781638,0.07484546389988078
0.006015252657894488,-0.037962055514750515,-0.031147730291983478,-0.056959436632915694,-0.08653506290125934,-0.10220573738529348,-0.13737378201598238,-0.10980178066596036,0.032476621719305765,0.005151528244840664
-0.026753059123302725,-0.015985095819662898,0.02444338220090514,0.055161709719398155,0.05502961231524761,0.19011379097486647,0.45102185524384186,0.062411376798044094,0.14438618250529234,0.011948348412303744
0.018333763816395177,0.004066932170990745,0.01645890142158013,-0.053224431210198486,0.04601773766164419,-0.001024310758704683,0.08589236230666053,-0.05598506055303498,-0.04220427785642045,0.08595699351628006
0.04888900804793561,0.0345041141943947,0.021738344260805897,0.2052436451590034,-0.04865284504054379,0.12338618627727893,0.028143499568510588,0.00406344505390277,-0.11538652350994016,-0.0111197894536893
0.021276052136456336,-0.02685537384085468,-0.08169877973585993,-0.05215814954301423,-0.06931852197714894,-0.2334649209294879,-0.0510080782253044,0.04775676197078127,0.01357014054044603,-0.035463242459589206
-0.028951761439550472,0.0073469180383083366,0.09462257550909059,-0.03017727597627351,0.35583903670535233,0.30632105367869755,0.25018201860188993,0.08303453674026695,0.05348374045472348,0.1728528638658089
-0.029359846342102536,-0.02520521527860642,-0.01286354075544982,-0.078893249623183,-0.051626160755353645,0.23390671717744382,0.15046505401225718,0.0002643423328254624,-0.01187835121152292,0.0932977953223626
0.007536560863316666,0.01678738007691316,0.02993531640515612,0.010588001726691498,0.13823529520600975,-0.06929713244612457,0.20557303514661895,0.04540273410760576,-0.05689850600380719,0.07507050187544739
0.014273226149234208,-0.026058701153688912,0.005020355672653798,-0.02778390222596272,-0.006136047503395137,-0.18914031760752303,-0.09462933771411208,0.07539017272795534,-0.08169440540855355,-0.03708277087327527
-0.014902534338078754,-0.03683236505272003,-0.08063633050232566,-0.09022663400162723,-0.17073728428481694,-0.2528862017990613,-0.2942657726524629,-0.017481908186301354,-0.020532214816647798,0.001139479579463254
-0.01443821380998822,0.013315659026550408,0.0858577016443367,0.05375445820630187,0.08136766961714481,0.3151081851683777,0.20642030163660063,0.13670529754666538,0.05213540712328957,0.11339883161872022
0.010551583950218157,0.010434866127825293,-0.00380790307056067,0.038472249248125534,0.09487557938560687,-0.01700139825579927,0.32318523658959686,0.04954602738220282,0.07626014419096028,0.06995573009686074
-0.02042550163456347,-0.035914449162141704,-0.0677111353876465,-0.08938315553555587,-0.028151035171377736,-0.2680489688064408,0.0010137144266209042,0.15111529481993857,-0.0019775948362352747,-0.01982044809441308
-0.02835118440966422,-0.0490967337174133,-0.004671376991136178,0.02531745550740694,0.3367956864390782,0.2937500050787243,0.10893407011491418,0.09391882732973955,0.07856859151108986,0.08413270873567513
0.008730939649248537,-0.006740295369244476,-0.04021728669232072,-0.021602457105797113,-0.16656378486854795,-0.08869340086135691,0.031532557820164175,0.10569240903194621,0.022357710805829267,-0.02545208902168683
0.004831724407896587,0.01334236935460198,-0.016751085409818733,0.043012223505741076,-0.1550634548597526,-0.13642185863559353,-0.15895075091647137,-0.12660105519358822,-0.10797680134701937,-0.04123084085302786
-0.036741097685115354,0.012549180527107406,0.12314523289513746,0.09825186487207294,0.30059184438158026,0.49830151273403955,0.38988067576156205,0.03740250579168669,0.07308051933952764,0.1736128405918238
0.0223093577711031,0.048049193831906756,-0.07524646327092155,-0.0025158670405467376,-0.11178139487781935,-0.15551522420094988,-0.03884016097730769,0.1445918615600299,-0.060372684430721746,0.046456507747245634
-0.026270975518846273,-0.04326849575607061,-0.055489444280161115,-0.0883619616889263,0.017142077872168038,-0.056275530367550064,-0.014081029662832534,-0.005743259726188499,-0.033382937016344316,0.039695944843792796
-0.05395826487439026,-0.025007889544409023,0.05363116069427898,0.034717603055489876,0.10760898792287854,0.19273048167523332,0.23059012342325902,-0.033846004228738735,0.03350223991083179,0.05629772863556326
-0.001884435474786228,-0.0038011169414646773,-0.07993738701277164,-0.0024080054046736743,0.04970466924966521,-0.21686223275069627,0.02364462277600321,0.14284287385647754,-0.015343207278945559,0.013362404901842151
0.01935604803746105,0.014067433398357032,0.028831247708646757,0.038350101771399414,0.331264259529364,0.08710702536989068,0.512324531407867,0.16086446876215899,0.09253589814468777,0.12144050343800994
0.018457804372438602,-0.023006262490232077,-0.013574548673966902,-0.0034927813653361506,0.034540998961817726,0.058005783861155846,-0.008258485373934366,-0.05737407485053936,-0.005309769036608847,0.037011445018652944
-0.05114823247308797,-0.08204990157526426,-0.06942076794068608,-0.07289207192007308,0.12276003726826579,-0.047405425299999804,0.19880044436252442,0.17721232870520032,0.005310633735857273,0.048941229760995464
-0.011976905370737145,-0.04864922766375557,-0.07918337948716692,-0.05884351037024749,-0.08888247210659705,-0.21777919789817768,-0.16051284084111106,0.0012155680514303047,0.059169436557898525,-0.07984298046619931
-0.053497826920047675,-0.040140317279283355,0.0561937519593636,0.018480584421880053,0.2254844988391833,0.49362360218564083,0.7542396954350714,0.1657212603451299,0.15276292519560086,0.12424870308487912
0.018646408434253248,0.026343666956781586,0.014122653439580413,-0.0025822043080888646,-0.06990703478401983,-0.13284137508064298,-0.17931837346034518,0.10136532519041475,-0.045931030870649425,0.002986513171720828
-0.0028148263853321476,0.016833004143970376,0.08677230066783514,0.1298818731759004,0.32222226037997115,0.2764212262384682,0.020894561395824462,0.16168051537505934,0.004438055679243824,0.1087701684137834
-0.03832247819918999,-0.034492165210912806,0.10893649813058648,-0.015372605503676695,0.11062865054994031,0.16356578474920602,-0.06055928289095769,-0.048509109459245026,0.08627092987978435,0.056836120841302185
-0.03532468941701161,-0.01031102667318684,0.010067042170874174,0.008718637724116407,-0.028551957354512547,0.04417423375343721,0.14527427991489317,0.010155117191050334,0.024625673996075736,0.055675701543876244
-0.020555027771776202,-0.028048830300397953,0.03632050552020871,0.045912621828852584,0.08108933606867974,-0.00485360156800263,-0.07855189967517384,-0.00044395243358152925,0.03464333369698713,-0.0023816044793034674
-0.03746852266864997,-0.013370603266944503,-0.011272299776642014,0.17885015596126208,0.1403164894176232,0.35661487805813286,0.15570904910829553,-0.0002467329480684288,0.03106080947983192,0.05035508713795722
-0.03336379220418406,-0.028422621709913387,-0.05642259759389734,0.03681503035085787,-0.2440139133540722,-0.2051399276711292,-0.25589013586262943,0.024935775570956054,0.012476022970614897,-0.09842031453706035
-0.0037633026638198563,-0.008347265286108962,0.01919991916223962,0.044186652522640424,-0.020220270718623867,0.013411809240925887,-0.004020806695800738,0.09662216816035163,0.045010918092474705,-0.014747253580491004
-0.004200037386597688,-0.02715827708966878,-0.04981182745104806,-0.00020368368703527207,0.18265847523817413,0.08717465042624206,0.2380442194605248,0.10473554666405183,-0.04139651256847243,0.08960598371994477
0.006045571379129422,0.022012564423636638,0.12087877439760275,0.1348306296665851,0.1189581532075199,0.1661278025927455,0.10890408616599023,-0.01611449127581921,0.10269069562866995,0.03111205765035341
0.024278701578864803,0.008304030367902948,-0.01899966685839216,0.015352038538591684,-0.27450251282326643,-0.27235303358813734,-0.3300796479014666,0.06544685144580487,0.0735447070530475,-0.10356822423619827
